airport,country_code,latitude,longitude
pva,co,13.35690,-81.35830
skqu,co,5.21256,-74.88360
mde,co,6.16454,-75.42310
rch,co,11.52620,-72.92600
sje,co,2.57969,-72.63940
smr,co,11.11960,-74.23060
adz,co,12.58360,-81.71120
svi,co,2.15217,-74.76630
tme,co,6.45108,-71.76030
auc,co,7.06888,-70.73690
uib,co,5.69076,-76.64120
ulq,co,4.08836,-76.23510
vup,co,10.43500,-73.24950
vvc,co,4.16787,-73.61380
bjo,bo,-22.77330,-64.31290
cbb,bo,-17.42110,-66.17710
slch,bo,-16.99002,-65.14150
cij,bo,-11.04040,-68.78300
lpb,bo,-16.51330,-68.19230
slor,bo,-17.96260,-67.07620
poi,bo,-19.54310,-65.72370
psz,bo,-18.97530,-57.82060
slsa,bo,-13.76220,-65.43520
sre,bo,-19.00710,-65.28870
tja,bo,-21.55570,-64.70130
tdd,bo,-14.81870,-64.91800
slvm,bo,-21.25520,-63.40560
vvi,bo,-17.64480,-63.13540
byc,bo,-21.96090,-63.65170
pbm,sr,5.45283,-55.18780
cay,gf,4.81981,-52.36040
soog,gf,3.89760,-51.80410
spab,pe,-5.25677,-79.44290
spas,pe,-2.79613,-76.46660
spay,pe,-10.72910,-73.76650
spbr,pe,-11.41160,-69.48870
pcl,pe,-8.37794,-74.57430
chm,pe,-9.14961,-78.52380
spep,pe,-9.76813,-70.70650
speq,pe,-17.17900,-70.93080
cix,pe,-6.78748,-79.82810
ayp,pe,-13.15480,-74.20440
ans,pe,-13.70640,-73.35040
ata,pe,-9.34744,-77.59840
lim,pe,-12.02190,-77.11430
jji,pe,-7.16910,-76.72860
spjj,pe,-11.78310,-75.47340
jul,pe,-15.46710,-70.15820
splo,pe,-17.69500,-71.34400
splp,pe,-12.16070,-76.99890
tbp,pe,-3.55253,-80.38140
yms,pe,-5.89377,-76.11820
spol,pe,-11.92870,-77.06110
chh,pe,-6.20181,-77.85610
iqt,pe,-3.78474,-73.30880
aqp,pe,-16.34110,-71.58310
sprm,pe,-11.12860,-75.35050
tru,pe,-8.08141,-79.10880
pio,pe,-13.74490,-76.22030
tpp,pe,-6.50874,-76.37320
tcq,pe,-18.05330,-70.27580
pem,pe,-12.61360,-69.22860
piu,pe,-5.20575,-80.61640
tyl,pe,-4.57664,-81.25410
cuz,pe,-13.53570,-71.93880
suaa,uy,-34.78920,-56.26470
sudu,uy,-33.35890,-56.49920
mvd,uy,-34.83840,-56.03080
sty,uy,-31.43850,-57.98530
agv,ve,9.55338,-69.23787
aao,ve,9.43023,-64.47073
svat,ve,4.05104,-67.69970
bla,ve,10.10710,-64.68920
bns,ve,8.61957,-70.22080
svbl,ve,10.18338,-67.55732
brm,ve,10.04275,-69.35862
cbl,ve,8.12216,-63.53696
svcd,ve,7.62551,-66.16280
svcj,ve,9.64772,-68.57470
svcl,ve,8.92466,-67.41709
caj,ve,6.23199,-62.85443
svco,ve,10.17560,-70.06522
cup,ve,10.66001,-63.26168
cze,ve,11.41494,-69.68090
svcs,ve,10.28611,-66.81611
cum,ve,10.45033,-64.13047
svcz,ve,9.37265,-66.92280
sved,ve,6.73333,-61.58333
svez,ve,7.08333,-69.53333
svgd,ve,7.23333,-70.80000
gui,ve,10.57408,-62.31267
guq,ve,9.02694,-69.75515
svhg,ve,10.46247,-66.09278
svie,ve,10.79443,-63.98159
lsp,ve,11.78078,-70.15150
svjm,ve,9.90695,-67.37964
lfr,ve,8.23917,-72.27103
svlo,ve,11.80720,-66.17960
mar,ve,10.55821,-71.72786
mrd,ve,8.58208,-71.16104
pmv,ve,10.91260,-63.96660
ccs,ve,10.60312,-66.99059
mun,ve,9.75453,-63.14740
pyh,ve,5.61999,-67.60610
pbl,ve,10.48050,-68.07300
svpm,ve,7.80132,-72.20290
pzo,ve,8.28853,-62.76040
svpt,ve,7.56667,-70.18330
svz,ve,7.84083,-72.43970
svsb,ve,7.80351,-71.16572
snv,ve,4.55500,-61.15000
std,ve,7.56538,-72.03510
svsp,ve,10.27870,-68.75520
sfd,ve,7.88332,-67.44400
som,ve,8.94515,-64.15108
stb,ve,8.97455,-71.94325
tuv,ve,9.08899,-62.09417
svtm,ve,7.24938,-61.52893
vln,ve,10.14973,-67.92840
vlv,ve,9.34048,-70.58406
vdp,ve,9.22203,-65.99358
syld,gy,5.96592,-58.27030
ltm,gy,3.37276,-59.78940
anu,ag,17.13670,-61.79270
bgi,bb,13.07460,-59.49250
dcf,dm,15.33670,-61.39220
dom,dm,15.54700,-61.30000
fdf,mq,14.59100,-61.00320
sfg,gp,18.09990,-63.04720
ptp,gp,16.26530,-61.53180
gnd,gd,12.00420,-61.78620
bqn,pr,18.49490,-67.12940
faj,pr,18.30890,-65.66190
sig,pr,18.45680,-66.09810
maz,pr,18.25570,-67.14850
pse,pr,18.00830,-66.56300
sju,pr,18.43940,-66.00180
skb,kn,17.31120,-62.71870
slu,lc,14.02020,-60.99290
uvf,lc,13.73320,-60.95260
aua,aw,12.50140,-70.01520
bon,an,12.13100,-68.26850
cur,an,12.18890,-68.95980
eux,an,17.49650,-62.97940
sxm,an,18.04100,-63.10890
axa,ai,18.20480,-63.05510
tab,tt,11.14970,-60.83220
pos,tt,10.59540,-61.33720
eis,vg,18.44480,-64.54300
ciw,vc,12.69900,-61.34240
mqs,vc,12.88790,-61.18020
svd,vc,13.14430,-61.21090
ala,kz,43.35210,77.04050
bxh,kz,46.89330,75.00500
tse,kz,51.02220,71.46690
dmb,kz,42.85360,71.30360
fru,kg,43.06130,74.47760
oss,kg,40.60900,72.79330
cit,kz,42.36420,69.47890
ura,kz,51.15080,51.54310
pwq,kz,52.19500,77.07390
plx,kz,50.35130,80.23440
akx,kz,50.24580,57.20670
gyd,az,40.46750,50.04670
yks,ru,62.09330,129.77100
mjz,ru,62.53470,114.03900
bqs,ru,50.42540,127.41200
khv,ru,48.52800,135.18800
pvs,ru,64.37810,-173.24300
gdx,ru,59.91100,150.72000
pwe,ru,69.78330,170.59700
pkc,ru,53.16790,158.45399
uus,ru,46.88870,142.71800
vvo,ru,43.39900,132.14799
hta,ru,52.02630,113.30600
btk,ru,56.37060,101.69800
ikt,ru,52.26800,104.38900
uud,ru,51.80780,107.43800
kbp,ua,50.34500,30.89470
dok,ua,48.07360,37.73970
dnk,ua,48.35720,35.10060
sip,ua,45.05220,33.97510
iev,ua,50.40194,30.45194
lwo,ua,49.81250,23.95610
ods,ua,46.42680,30.67650
led,ru,59.80030,30.26250
mmk,ru,68.78170,32.75080
gme,by,52.52700,31.01670
vtb,by,55.12650,30.34960
kgd,ru,54.89000,20.59260
mhp,by,53.86450,27.53970
msq,by,53.88250,28.03070
aba,ru,53.74000,91.38500
bax,ru,53.36380,83.53850
kej,ru,55.27010,86.10720
oms,ru,54.96700,73.31050
krr,ru,45.03470,39.17050
mcx,ru,42.81680,47.65230
mrv,ru,44.22510,43.08190
stw,ru,45.10920,42.11280
rov,ru,47.25820,39.81810
aer,ru,43.44990,39.95660
asf,ru,46.28330,48.00630
vog,ru,48.78250,44.34550
cek,ru,55.30580,61.50330
mqf,ru,53.39310,58.75570
njc,ru,60.94930,76.48360
pee,ru,57.91450,56.02120
sgc,ru,61.34370,73.40180
svx,ru,56.74310,60.80270
asb,tm,37.98680,58.36100
krw,tm,40.06330,53.00720
crz,tm,39.08330,63.61330
dyu,tj,38.54330,68.82500
bhk,uz,39.77500,64.48330
skd,uz,39.70050,66.98380
tas,uz,41.25790,69.28120
bzk,ru,53.21420,34.17640
svo,ru,55.97260,37.41460
kld,ru,56.82470,35.75770
voz,ru,51.81420,39.22960
vko,ru,55.59150,37.26150
scw,ru,61.64700,50.84510
kzn,ru,55.60620,49.27870
ren,ru,51.79580,55.45670
ufa,ru,54.55750,55.87440
kuf,ru,53.50490,50.16430
amd,in,23.07720,72.63470
akd,in,20.69900,77.05860
ixu,in,19.86270,75.39810
bom,in,19.08870,72.86790
pab,in,21.98840,82.11100
bhj,in,23.28780,69.67020
ixg,in,15.85930,74.61830
bdq,in,22.33620,73.22630
bho,in,23.28750,77.33740
bhu,in,21.75220,72.18520
nmb,in,20.43440,72.84320
vads,in,24.26790,72.20440
vagn,in,24.65470,77.34730
goi,in,15.38080,73.83140
idr,in,22.72180,75.80110
jlr,in,23.17780,80.05200
jga,in,22.46550,70.01260
ixy,in,23.11270,70.10030
hjr,in,24.81720,79.91860
klh,in,16.66470,74.28940
ixk,in,21.31710,70.27040
nag,in,21.09220,79.04720
isk,in,19.96370,73.80760
pnq,in,18.58210,73.91970
pbd,in,21.64870,69.65720
raj,in,22.30920,70.77950
rpr,in,21.18040,81.73880
sse,in,17.62800,75.93480
stv,in,21.11410,72.74180
udr,in,24.61770,73.89610
cmb,lk,7.18076,79.88410
acj,lk,8.30149,80.42790
vccb,lk,7.70576,81.67880
rml,lk,6.82199,79.88620
goy,lk,7.33776,81.62594
jaf,lk,9.79233,80.07010
trr,lk,8.53851,81.18190
vdkh,kh,12.25520,104.56400
pnh,kh,11.54660,104.84400
rep,kh,13.41070,103.81300
tnx,kh,13.53190,106.01500
vean,in,28.17530,94.80200
ixa,in,23.88700,91.24040
ajl,in,23.84060,92.61970
ixb,in,26.68120,88.32860
vebk,in,23.64350,86.14890
bbi,in,20.24440,85.81780
ccu,in,22.65470,88.44670
coh,in,26.33050,89.46720
dbd,in,23.83400,86.42530
gay,in,24.74430,84.95120
vehk,in,21.58020,84.00570
imf,in,24.76000,93.89670
vejh,in,21.91350,84.05040
ixw,in,22.81320,86.16880
jrh,in,26.73150,94.17550
ixh,in,24.30820,92.00720
ixs,in,24.91290,92.97870
ixi,in,27.29550,94.09760
dib,in,27.48390,95.01690
vemz,in,26.11910,85.31370
venp,in,20.87000,82.51960
pat,in,25.59130,85.08800
vepu,in,25.75960,87.41000
ixr,in,23.31430,85.32170
rrk,in,22.25670,84.81460
veuk,in,20.09740,83.18380
vtz,in,17.72120,83.22450
vezo,in,27.58830,93.82810
cxb,bd,21.45220,91.96390
cgp,bd,22.24960,91.81330
ird,bd,24.15250,89.04940
jsr,bd,23.18380,89.16080
rjh,bd,24.43720,88.61650
spd,bd,25.75920,88.90890
zyl,bd,24.96320,91.86680
vgtj,bd,23.77880,90.38270
dac,bd,23.84335,90.39778
hkg,hk,22.30890,113.91500
vhsk,hk,22.43660,114.08000
agr,in,27.15580,77.96090
ixd,in,25.44010,81.73390
atq,in,31.70960,74.79730
vibk,in,28.07060,73.20720
vns,in,25.45240,82.85930
kuu,in,31.87670,77.15440
vibw,in,28.83700,76.17910
ixc,in,30.67350,76.78850
vidd,in,28.58450,77.20580
ded,in,30.18970,78.18030
del,in,28.56650,77.10310
gwl,in,26.29330,78.22780
vihr,in,29.17940,75.75530
vijn,in,25.49120,78.55840
jdh,in,26.25110,73.04890
jai,in,26.82420,75.81220
jsa,in,26.88870,70.86500
ixj,in,32.68910,74.83740
knu,in,26.44140,80.36490
ktu,in,25.16020,75.84560
luh,in,30.85470,75.95260
ixl,in,34.13590,77.54650
lko,in,26.76060,80.88930
vipl,in,30.31480,76.36450
pgh,in,29.03340,79.47370
virb,in,26.24850,81.38050
sxr,in,33.98710,74.77420
tni,in,24.56230,80.85490
lpq,la,19.89730,102.16100
pkz,la,15.13210,105.78100
vlpv,la,19.45490,103.21800
zvk,la,16.55660,104.76000
vlsn,la,20.41840,104.06700
vte,la,17.98830,102.56300
mfm,mo,22.14960,113.59200
bwa,np,27.50568,83.41629
vnjp,np,26.70880,85.92240
ktm,np,27.69660,85.35910
pkr,np,28.20090,83.98210
sif,np,27.15950,84.98010
bir,np,26.48150,87.26400
agx,in,10.82370,72.17600
blr,in,13.19790,77.70630
bep,in,15.16280,76.88280
vga,in,16.53040,80.79680
cjb,in,11.03000,77.04340
cok,in,10.15200,76.40190
ccj,in,11.13680,75.95530
cdp,in,14.51000,78.77280
vodg,in,17.62720,78.40340
bpm,in,17.45310,78.46760
ixm,in,9.83451,78.09340
ixe,in,12.96130,74.89010
maa,in,12.99001,80.16930
vons,in,16.54270,79.31870
ixz,in,11.64120,92.72970
pny,in,11.96870,79.81010
rja,in,17.11040,81.81820
vosm,in,11.78330,78.06560
votj,in,10.72240,79.10160
tir,in,13.63250,79.54330
trz,in,10.76540,78.70970
trv,in,8.48212,76.92010
pbh,bt,27.40320,89.42460
mle,mv,4.19183,73.52910
dmk,th,13.91260,100.60700
vtbk,th,14.10200,99.91720
vtbl,th,14.87460,100.66300
utp,th,12.67990,101.00500
vtbw,th,13.76880,102.31500
lpt,th,18.27090,99.50420
prh,th,18.13220,100.16500
hhq,th,12.63620,99.95150
vtpi,th,15.27730,100.29600
vtpl,th,16.82430,101.25100
vtpn,th,15.67300,100.13700
phs,th,16.78290,100.27900
vtpy,th,17.23420,99.05790
vtsa,th,6.66140,100.08000
naw,th,6.51992,101.74300
kbv,th,8.09912,98.98620
vtsh,th,7.18656,100.60800
pan,th,6.78546,101.15400
usm,th,9.54779,100.06200
vtsn,th,8.47115,99.95560
hkt,th,8.11320,98.31690
unn,th,9.77762,98.58550
hdy,th,6.93321,100.39300
tst,th,7.50874,99.61660
uth,th,17.38640,102.78800
sno,th,17.19510,104.11900
vtuj,th,14.86830,103.49800
loe,th,17.43910,101.72200
vtun,th,14.93450,102.07900
vtur,th,16.07040,103.64600
dad,vn,16.04390,108.19900
vvgl,vn,21.04050,105.88600
vvkp,vn,21.39460,106.26100
han,vn,21.22120,105.80700
nha,vn,12.22750,109.19200
hui,vn,16.40150,107.70300
pqc,vn,10.16980,103.99310
sgn,vn,10.81880,106.65200
vyan,mm,19.76920,94.02610
vyas,mm,21.95540,96.40610
nyu,mm,21.17880,94.93020
vyci,mm,14.14150,93.36850
heh,mm,20.74700,96.79200
vyhl,mm,24.89960,94.91400
ket,mm,21.30160,99.63600
kyp,mm,19.42640,93.53480
lsh,mm,22.97790,97.75220
vyly,mm,20.94040,94.82260
mdl,mm,21.70220,95.97790
mgz,mm,12.43980,98.62150
myt,mm,25.38360,97.35190
vymo,mm,23.09250,96.64530
mog,mm,20.51680,99.25680
vynp,mm,25.35440,97.29520
vyns,mm,20.89050,97.73590
vypa,mm,16.89370,97.67460
pbu,mm,27.32990,97.42630
vypy,mm,18.82450,95.26600
vyst,mm,20.94170,95.91450
aky,mm,20.13270,92.87260
snw,mm,18.46070,94.30010
thl,mm,20.48380,99.93540
vyto,mm,19.03130,96.40120
rgn,mm,16.90730,96.13320
upg,id,-5.06163,119.55400
bik,id,-1.19002,136.10800
nbx,id,-3.36818,135.49600
tim,id,-4.52828,136.88699
djj,id,-2.57695,140.51601
wmx,id,-4.10251,138.95700
mkq,id,-8.52029,140.41800
gto,id,0.63712,122.85000
plw,id,-0.91854,119.91000
mdc,id,1.54926,124.92600
psj,id,-1.41675,120.65800
oti,id,2.04599,128.32500
tte,id,0.83141,127.38100
luw,id,-1.03892,122.77200
amq,id,-3.71026,128.08900
fkq,id,-2.92019,132.26700
kng,id,-3.64452,133.69600
bxb,id,-2.53224,133.43900
mkw,id,-0.89183,134.04900
soq,id,-0.89400,131.28700
btu,my,3.12385,113.02000
kch,my,1.48470,110.34700
lmn,my,4.80830,115.01000
mur,my,4.17898,114.32900
myy,my,4.32201,113.98700
sbw,my,2.26160,111.98500
ldu,my,5.03225,118.32400
bki,my,5.93721,116.05100
lbu,my,5.30068,115.25000
twu,my,4.32016,118.12800
bwn,bn,4.94420,114.92800
pku,id,0.46079,101.44500
dum,id,1.60919,101.43400
cgk,id,-6.12557,106.65600
gns,id,1.16638,97.70470
wime,id,1.40010,99.43050
wipt,id,-0.78692,100.28100
mes,id,3.55917,98.67111
wims,id,1.55594,98.88890
wiog,id,-0.34887,111.74800
ktg,id,-1.81664,109.96300
pnk,id,-0.15071,109.40400
djb,id,-1.63802,103.64400
bks,id,-3.86370,102.33900
plm,id,-2.89825,104.70000
rgt,id,-0.35281,102.33500
witl,id,5.06951,97.25920
btj,id,5.52287,95.42064
wmap,my,2.04139,103.30700
aor,my,6.18967,100.39800
wmkb,my,5.46592,100.39100
kbr,my,6.16685,102.29300
kua,my,3.77539,103.20900
kte,my,4.53722,103.42700
wmkf,my,3.11225,101.70300
iph,my,4.56797,101.09200
jhb,my,1.64131,103.67000
kul,my,2.74558,101.71000
lgk,my,6.32973,99.72870
mkz,my,2.26336,102.25200
tgg,my,5.38264,103.10300
pen,my,5.29714,100.27700
wsag,sg,1.42526,103.81300
qpg,sg,1.36042,103.91000
wsat,sg,1.38726,103.70900
xsp,sg,1.41695,103.86800
sin,sg,1.35019,103.99400
ybaf,au,-27.57030,153.00800
abm,au,-10.95080,142.45900
asp,au,-23.80670,133.90199
bne,au,-27.38420,153.11700
ool,au,-28.16440,153.50500
cns,au,-16.88580,145.75500
ctl,au,-26.41330,146.26199
isa,au,-20.66390,139.48900
mcy,au,-26.60330,153.09100
mky,au,-21.17170,149.17999
ppp,au,-20.49500,148.55200
rok,au,-23.38190,150.47501
tsv,au,-19.25250,146.76500
wei,au,-12.67860,141.92500
avv,au,-38.03940,144.46899
abx,au,-36.06780,146.95799
meb,au,-37.72810,144.90199
ymes,au,-38.09890,147.14900
hba,au,-42.83610,147.50999
lst,au,-41.54530,147.21400
mbw,au,-37.97580,145.10201
mel,au,-37.67330,144.84300
ympc,au,-37.93220,144.75301
adl,au,-34.94500,138.53101
yped,au,-34.70250,138.62100
jad,au,-32.09750,115.88100
kta,au,-20.71220,116.77300
kgi,au,-30.78940,121.46200
knx,au,-15.77810,128.70799
lea,au,-22.23560,114.08900
phe,au,-20.37780,118.62600
yppf,au,-34.79330,138.63300
per,au,-31.94030,115.96700
umr,au,-31.14420,136.81700
xch,cx,-10.45060,105.69000
bwu,au,-33.92440,150.98801
cbr,au,-35.30690,149.19501
cfs,au,-30.32060,153.11600
cdu,au,-34.04030,150.68700
dbo,au,-32.21670,148.57500
nlk,nf,-29.04160,167.93900
ysri,au,-33.60060,150.78101
syd,au,-33.94610,151.17700
tmw,au,-31.08390,150.84700
wga,au,-35.16530,147.46600
pek,cn,40.08010,116.58500
hld,cn,49.20500,119.82500
tsn,cn,39.12440,117.34600
tyn,cn,37.74690,112.62800
can,cn,23.39240,113.29900
csx,cn,28.18920,113.22000
kwl,cn,25.21810,110.03900
nng,cn,22.60830,108.17200
szx,cn,22.63930,113.81100
cgo,cn,34.51970,113.84100
wuh,cn,30.78380,114.20800
fnj,kp,39.22410,125.67000
lhw,cn,36.51520,103.62000
xiy,cn,34.44710,108.75200
uln,mn,47.84310,106.76700
jhg,cn,21.97390,100.76000
kmg,cn,25.10194,102.92917
xmn,cn,24.54400,118.12800
khn,cn,28.86500,115.90000
foc,cn,25.93510,119.66300
hgh,cn,30.22950,120.43400
ngb,cn,29.82670,121.46200
nkg,cn,31.74200,118.86200
hfe,cn,31.78000,117.29800
tao,cn,36.26610,120.37400
sha,cn,31.19790,121.33600
ynt,cn,37.40170,121.37200
ckg,cn,29.71920,106.64200
kwe,cn,26.53850,106.80100
ctu,cn,30.57850,103.94700
xic,cn,27.98910,102.18400
khg,cn,39.54290,76.02000
htn,cn,37.03850,79.86490
urc,cn,43.90710,87.47420
hrb,cn,45.62340,126.25000
mdg,cn,44.52410,129.56900
dlc,cn,38.96570,121.53900
pvg,cn,31.14340,121.80500
tod,my,2.81818,104.16000
szb,my,3.13058,101.54900
ntq,jp,37.29310,136.96201
hbe,eg,30.91770,29.69640
bti,us,70.13400,-143.58200
lur,us,68.87510,-166.11000
piz,us,69.73290,-163.00500
ito,us,19.72140,-155.04800
orl,us,28.54550,-81.33290
btt,us,66.91390,-151.52901
z84,us,64.30120,-149.11999
uto,us,65.99280,-153.70399
fyu,us,66.57150,-145.25000
svw,us,61.09740,-155.57401
frn,us,61.26640,-149.65300
tlj,us,62.89440,-155.97701
czf,us,61.78030,-166.03900
bed,us,42.47000,-71.28900
snp,us,57.16730,-170.22000
ehm,us,58.64640,-162.06300
stg,us,56.57830,-169.66200
ili,us,59.75440,-154.91100
ptu,us,59.01140,-161.82001
bmx,us,59.36120,-155.25900
osc,us,44.45160,-83.39410
oar,us,36.68190,-121.76200
mhr,us,38.55390,-121.29800
bys,us,35.28050,-116.63000
nxp,us,34.29620,-116.16200
fsm,us,35.33660,-94.36740
mri,us,61.21350,-149.84399
gnt,us,35.16730,-107.90200
pnc,us,36.73200,-97.09980
svn,us,32.01000,-81.14570
gfk,us,47.94930,-97.17610
pbf,us,34.17310,-91.93560
nse,us,30.72420,-87.02190
hnm,us,20.79560,-156.01401
prc,us,34.65450,-112.42000
ttn,us,40.27670,-74.81350
bos,us,42.36430,-71.00520
suu,us,38.26270,-121.92700
rme,us,43.23380,-75.40700
env,us,40.71870,-114.03100
bfm,us,30.62680,-88.06810
oak,us,37.72130,-122.22100
oma,us,41.30320,-95.89410
now,us,48.14150,-123.41400
ogg,us,20.89860,-156.42999
ict,us,37.64990,-97.43310
mci,us,39.29760,-94.71390
msn,us,43.13990,-89.33750
dlg,us,59.04470,-158.50500
hro,us,36.26150,-93.15470
phx,us,33.43430,-112.01200
bgr,us,44.80740,-68.82810
fxe,us,26.19730,-80.17070
ggg,us,32.38400,-94.71150
and,us,34.49460,-82.70940
geg,us,47.61990,-117.53400
hwo,us,26.00120,-80.24070
sfo,us,37.61900,-122.37500
ctb,us,48.60840,-112.37600
ara,us,30.03780,-91.88390
gnv,us,29.69010,-82.27180
mem,us,35.04240,-89.97670
dug,us,31.46900,-109.60400
big,us,63.99450,-145.72200
cnw,us,31.63780,-97.07410
ann,us,55.04240,-131.57201
car,us,46.87150,-68.01790
lrf,us,34.91690,-92.14970
hua,us,34.67870,-86.68480
pob,us,35.17090,-79.01450
dht,us,36.02260,-102.54700
dlf,us,29.35950,-100.77800
lax,us,33.94250,-118.40800
anb,us,33.58820,-85.85810
cle,us,41.41170,-81.84980
dov,us,39.12950,-75.46600
cvg,us,39.04880,-84.66780
fme,us,39.08540,-76.75940
nid,us,35.68540,-117.69200
hon,us,44.38520,-98.22850
jnu,us,58.35500,-134.57600
lft,us,30.20530,-91.98760
ewr,us,40.69250,-74.16870
boi,us,43.56440,-116.22300
ins,us,36.58720,-115.67300
gck,us,37.92750,-100.72400
mot,us,48.25940,-101.28000
hhi,us,21.48350,-158.03999
mxf,us,32.38290,-86.36580
krbm,us,34.85010,-92.30020
dal,us,32.84710,-96.85180
fcs,us,38.67840,-104.75700
hln,us,46.60680,-111.98300
nkx,us,32.86840,-117.14300
luf,us,33.53500,-112.38300
khrt,us,30.42780,-86.68930
hhr,us,33.92280,-118.33500
hul,us,46.12310,-67.79210
end,us,36.33920,-97.91650
ntd,us,34.12030,-119.12100
edw,us,34.90540,-117.88400
lch,us,30.12610,-93.22330
koa,us,19.73880,-156.04601
myr,us,33.67970,-78.92830
nlc,us,36.33300,-119.95200
ack,us,41.25310,-70.06020
faf,us,37.13250,-76.60880
hop,us,36.66860,-87.49620
dca,us,38.85210,-77.03770
nhk,us,38.28600,-76.41180
psx,us,28.72750,-96.25100
byh,us,35.96430,-89.94400
acy,us,39.45760,-74.57720
tik,us,35.41470,-97.38660
pub,us,38.28910,-104.49700
pqi,us,46.68900,-68.04480
grf,us,47.07920,-122.58100
adq,us,57.75000,-152.49400
upp,us,20.26530,-155.86000
fll,us,26.07260,-80.15270
mko,us,35.65650,-95.36670
inl,us,48.56620,-93.40310
slc,us,40.78840,-111.97800
cds,us,34.43380,-100.28800
bix,us,30.41040,-88.92440
lsf,us,32.33730,-84.99130
fri,us,39.05530,-96.76450
mdt,us,40.19350,-76.76340
lnk,us,40.85100,-96.75920
lan,us,42.77870,-84.58740
mue,us,20.00130,-155.66800
mss,us,44.93580,-74.84560
hky,us,35.74110,-81.38950
spg,us,27.76510,-82.62700
fmy,us,26.58660,-81.86330
iah,us,29.98440,-95.34140
mlt,us,45.64780,-68.68560
adw,us,38.81080,-76.86700
int,us,36.13370,-80.22200
vcv,us,34.59750,-117.38300
cew,us,30.77880,-86.52210
gtb,us,44.05560,-75.71950
phn,us,42.91100,-82.52890
bfl,us,35.43360,-119.05700
elp,us,31.80720,-106.37800
hrl,us,26.22850,-97.65440
cae,us,33.93880,-81.11950
dma,us,32.16650,-110.88300
npa,us,30.35270,-87.31860
pns,us,30.47340,-87.18660
rdr,us,47.96110,-97.40120
hou,us,29.64540,-95.27890
bkf,us,39.70170,-104.75200
ort,us,62.96130,-141.92900
paq,us,61.59490,-149.08900
pit,us,40.49150,-80.23290
brw,us,71.28540,-156.76601
efd,us,29.60730,-95.15880
nuw,us,48.35180,-122.65600
ali,us,27.74090,-98.02690
vad,us,30.96780,-83.19300
mia,us,25.79320,-80.29060
sea,us,47.44900,-122.30900
cha,us,35.03530,-85.20380
bdr,us,41.16350,-73.12620
jan,us,32.31120,-90.07590
gls,us,29.26530,-94.86040
lgb,us,33.81770,-118.15200
hdh,us,21.57950,-158.19701
ipt,us,41.24180,-76.92110
ind,us,39.71730,-86.29440
szl,us,38.73030,-93.54790
akc,us,41.03750,-81.46690
gwo,us,33.49430,-90.08470
hpn,us,41.06700,-73.70760
fok,us,40.84370,-72.63180
jbr,us,35.83170,-90.64640
ktnx,us,37.79880,-116.78100
lna,us,26.59300,-80.08510
nzy,us,32.69920,-117.21500
bif,us,31.84950,-106.38000
yum,us,32.65660,-114.60600
cnm,us,32.33750,-104.26300
dlh,us,46.84210,-92.19360
bet,us,60.77980,-161.83800
lou,us,38.22800,-85.66370
fhu,us,31.58850,-110.34400
lih,us,21.97600,-159.33900
huf,us,39.45150,-87.30760
hvr,us,48.54300,-109.76200
mwh,us,47.20770,-119.32000
mpv,us,44.20350,-72.56230
knsi,us,33.23980,-119.45800
ric,us,37.50520,-77.31970
shv,us,32.44660,-93.82560
cdv,us,60.49180,-145.47800
orf,us,36.89460,-76.20120
bpt,us,29.95080,-94.02070
sav,us,32.12760,-81.20210
hif,us,41.12403,-111.97309
ome,us,64.51220,-165.44501
kspb,us,45.77100,-122.86200
pie,us,27.91020,-82.68740
mnm,us,45.12670,-87.63840
cxo,us,30.35180,-95.41450
scc,us,70.19470,-148.46500
sat,us,29.53370,-98.46980
roc,us,43.11890,-77.67240
cof,us,28.23490,-80.61010
teb,us,40.85010,-74.06080
rca,us,44.14500,-103.10400
rdu,us,35.87760,-78.78750
day,us,39.90240,-84.21940
ena,us,60.57310,-151.24500
mlc,us,34.88240,-95.78350
iag,us,43.10730,-78.94620
cfd,us,30.71570,-96.33140
klhw,us,31.88910,-81.56230
phf,us,37.13190,-76.49300
esf,us,31.39490,-92.29580
lts,us,34.66710,-99.26670
tus,us,32.11610,-110.94100
mib,us,48.41560,-101.35800
bab,us,39.13610,-121.43700
ikk,us,41.07140,-87.84630
gsb,us,35.33940,-77.96060
pvd,us,41.73260,-71.42040
sby,us,38.34050,-75.51030
riu,us,38.48680,-121.10300
bur,us,34.20070,-118.35900
dtw,us,42.21240,-83.35340
tpa,us,27.97550,-82.53320
pmb,us,48.94250,-97.24080
poe,us,31.04480,-93.19170
eil,us,64.66570,-147.10200
hib,us,47.38660,-92.83900
lfk,us,31.23400,-94.75000
maf,us,31.94250,-102.20200
grb,us,44.48510,-88.12960
adm,us,34.30301,-97.01963
wri,us,40.01560,-74.59170
knkt,us,34.90090,-76.88070
sbo,us,32.60910,-82.36990
ags,us,33.36990,-81.96450
isn,us,48.17790,-103.64200
lit,us,34.72940,-92.22430
swf,us,41.50410,-74.10480
bde,us,48.72840,-94.61220
sac,us,38.51250,-121.49300
hom,us,59.64560,-151.47701
tbn,us,37.74160,-92.14070
mge,us,33.91540,-84.51630
ska,us,47.61510,-117.65600
htl,us,44.35980,-84.67109
pam,us,30.06960,-85.57540
dfw,us,32.89680,-97.03800
mlb,us,28.10280,-80.64530
tcm,us,47.13770,-122.47600
aus,us,30.19450,-97.66990
